,date,venue_name,new_venue,location,latitude,longitude
769295,2016-04-21,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
769602,2016-04-21,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
769857,2016-04-22,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
770119,2016-04-22,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
770445,2016-04-22,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
770740,2016-04-22,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
771011,2016-04-22,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
771299,2016-04-22,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
771607,2016-04-22,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
771873,2016-04-22,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
772192,2016-04-22,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
772499,2016-04-22,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
772778,2016-04-22,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
773076,2016-04-22,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
773366,2016-04-22,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
773618,2016-04-22,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
773886,2016-04-22,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
774146,2016-04-23,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
774436,2016-04-23,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
774739,2016-04-23,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
775089,2016-04-23,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
775369,2016-04-23,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
775684,2016-04-23,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
775940,2016-04-23,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
776205,2016-04-23,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
776509,2016-04-23,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
776778,2016-04-23,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
777165,2016-04-23,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
777432,2016-04-23,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
777696,2016-04-23,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
778006,2016-04-23,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
778286,2016-04-23,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
778657,2016-04-24,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
778919,2016-04-24,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
779356,2016-04-24,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
779666,2016-04-24,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
779972,2016-04-24,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
780314,2016-04-24,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
780616,2016-04-24,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
781132,2016-04-24,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
781413,2016-04-24,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
781685,2016-04-24,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
781956,2016-04-24,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
782466,2016-04-24,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
782728,2016-04-24,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
783084,2016-04-24,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
783382,2016-04-24,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
783669,2016-04-25,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
783925,2016-04-25,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
784198,2016-04-25,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
784524,2016-04-25,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
784815,2016-04-25,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
785130,2016-04-25,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
785420,2016-04-25,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
785708,2016-04-25,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
785990,2016-04-25,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
786247,2016-04-25,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
786515,2016-04-25,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
786811,2016-04-25,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
787153,2016-04-25,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
787455,2016-04-26,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
787735,2016-04-26,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
788018,2016-04-26,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
788297,2016-04-26,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
788580,2016-04-26,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
788853,2016-04-26,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
789173,2016-04-26,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
789457,2016-04-26,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
789751,2016-04-26,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
790067,2016-04-26,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
790315,2016-04-26,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
790589,2016-04-26,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
790892,2016-04-26,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
791224,2016-04-26,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
791455,2016-04-26,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
791733,2016-04-27,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
792039,2016-04-27,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
792318,2016-04-27,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
792624,2016-04-27,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
792909,2016-04-27,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
793236,2016-04-27,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
793565,2016-04-27,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
793823,2016-04-27,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
794117,2016-04-27,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
794367,2016-04-27,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
794691,2016-04-27,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
794957,2016-04-27,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
795412,2016-04-27,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
795741,2016-04-27,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
796063,2016-04-28,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
796351,2016-04-28,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
796678,2016-04-28,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
796959,2016-04-28,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
797339,2016-04-28,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
797657,2016-04-28,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
797925,2016-04-28,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
798179,2016-04-29,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
798412,2016-04-29,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
798672,2016-04-29,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
798919,2016-04-29,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
799184,2016-04-29,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
799506,2016-04-29,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
799842,2016-04-29,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
800150,2016-04-29,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
800441,2016-04-29,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
800715,2016-04-29,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
801029,2016-04-29,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
801272,2016-04-29,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
801553,2016-04-29,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
801899,2016-04-29,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
802191,2016-04-29,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
802449,2016-04-30,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
802724,2016-04-30,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
803047,2016-04-30,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
803357,2016-04-30,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
803623,2016-04-30,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
803910,2016-04-30,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
804198,2016-04-30,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
804445,2016-04-30,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
804714,2016-04-30,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
805058,2016-04-30,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
805391,2016-04-30,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
805701,2016-04-30,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
806013,2016-04-30,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
806304,2016-04-30,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
806577,2016-05-01,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
806907,2016-05-01,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
807200,2016-05-01,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
807537,2016-05-01,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
807887,2016-05-01,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
808148,2016-05-01,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
808444,2016-05-01,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
808767,2016-05-01,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
809052,2016-05-01,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
809381,2016-05-01,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
809700,2016-05-01,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
809971,2016-05-01,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
810190,2016-05-01,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
810492,2016-05-01,Tropicana Field,Tropicana Field,"Tropicana Field, Pinellas Trail, Methodist Town, St. Petersburg, Pinellas County, Florida, 33705-2135, United States",27.7680559,-82.65327550461797
810753,2016-05-01,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
811025,2016-05-02,Miller Park,American Family Field,"American Family Field, 1, Brewers Way, Story Hill, Milwaukee, Milwaukee County, Wisconsin, 53214, United States",43.0280619,-87.97209586840818
811318,2016-05-02,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
811585,2016-05-02,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
811895,2016-05-02,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
812181,2016-05-02,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
812482,2016-05-02,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
812769,2016-05-02,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
